"BOARD","NAME","ADDRESS_AB","POSTAL_COD","CITY","PROVINCE","PHONE_NO","FAX_NO","EMAIL","GRADES","POSTSECOND","DATA_SOURCE","ELEM","JUNIOR_H","SENIOR_H","GLOBAL_ID","POINT"
"Bearspaw Christian School Society","BCS@Home","15001 - 69 Street NW","T3R1C5","Calgary","AB","(403) 295-2566",,"info@bearspawschool.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{145A1577-ED7B-4E4D-ACDF-4873D30F5940}","POINT (-114.1893601 51.1869508)"
"The Calgary School Division","North Trail High School","12500 Harvest Hills Blvd. NE","T3K2S3","Calgary","AB","(403) 817-3700",,"schoolimprovement@cbe.ab.ca","Senior High","N","N","N","N","Y","{D1297938-3847-46A7-8293-FB5E41F78B9C}","POINT (-114.0664694 51.1675881)"
"The Calgary School Division","Capitol Hill School","2210  18 St NW","T2M3T4","Calgary","AB","(403) 777-6160",,"capitolhill@cbe.ab.ca","Elementary","N","N","Y","N","N","{65870EDD-8056-47D9-B79B-94907E5DA7B8}","POINT (-114.1039318 51.0720834)"
"The Pembina Hills School Division","Vista Virtual School","341 - 58 Avenue SE",,"Calgary","AB",,,"vvsupport@pembinahills.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{8FE833FE-34AF-4D2B-98D2-8A2112A5DBE5}","POINT (-114.0576739 51.0004922)"
"The Calgary School Division","Fish Creek School","1039 Suncastle Dr SE","T2X2Z1","Calgary","AB","(403) 777-6400",,"fishcreek@cbe.ab.ca","Elementary","N","N","Y","N","N","{FDB2EA16-1D76-40F3-86B1-D1B7E20FA234}","POINT (-114.0328256 50.9015119)"
"The Calgary Roman Catholic Separate School Division","Bishop O'Byrne High School","Suite 500  333 Shawville Boulevard S.E.","T2Y4H3","Calgary","AB","(403) 500-2103",,"bishopobyrne@cssd.ab.ca","Senior High","N","N","N","N","Y","{ACC92A9C-5487-4D5D-826F-426A4F3C2E43}","POINT (-114.064581 50.8980986)"
"The Southern Francophone Education Region","École Terre des Jeunes","3720 - 42 Street NW","T3A0C6","Calgary","AB","(403) 247-2458",,,"Elementary","N","N","Y","N","N","{3C4B9F41-C46D-4048-ADD0-FEB974A6FF47}","POINT (-114.149987 51.0853162)"
"The Calgary Roman Catholic Separate School Division","St. Albert the Great","225 Prestwick Ave SE","T2Z3X3","Calgary","AB","(403) 500-2114",,"stalbert@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{EE9187C8-0D1B-4570-9D93-DEF9F97DF79F}","POINT (-113.96009 50.9215164)"
"Calgary Arts Academy Society","Calgary Arts Academy","2036 20 Avenue SW","T2T0M2","Calgary","AB","(403) 532-3020",,"khoey@caaschool.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{02F3B6AD-9F44-47E1-A614-C57699120420}","POINT (-114.1080951 51.036278)"
"The Chinese Academy Foundation","The Chinese Academy","#191, 1518 Centre Street N.E.","T2K1C2","Calgary","AB","(403) 777-7663",,"thechineseacademy@gmail.com","Senior High","N","N","N","N","Y","{BC005457-4D75-4935-B61B-0B9A5FECD9F0}","POINT (-114.0701434 51.112806)"
"The Calgary School Division","Willow Park School","343 Willow Park Dr SE","T2J0K7","Calgary","AB","(403) 777-6900",,"willowpark@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{B24F36C1-2C9A-45B8-8B57-C3A5CC199213}","POINT (-114.0607015 50.9578029)"
"North Point School for Boys","North Point School - DSEPS","2445 23 Ave SW","T2T0W3","Calgary","AB","(403) 744-5214",,,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","{03E7AA92-4F99-4868-B715-22F2CF72D5DD}","POINT (-114.1174982 51.0325631)"
"The Calgary School Division","Cambrian Heights School","640 Northmount Dr NW","T2K3J5","Calgary","AB","(403) 777-6150",,"cambrianheights@cbe.ab.ca","Elementary","N","N","Y","N","N","{8FD0E96E-65DB-4E25-B3A0-AD26649E2D53}","POINT (-114.0879887 51.0853585)"
"Rundle College Society","Rundle College Elementary School","7615 - 17 Ave SW","T3H3W5","Calgary","AB","(403) 282-8411",,"contactus@rundle.ab.ca","Elementary","N","N","Y","N","N","{A753B322-C7C6-4B38-BCCD-47E4F989A539}","POINT (-114.197334 51.0367198)"
"The Calgary Roman Catholic Separate School Division","Our Lady of Fatima","6320 Taralea Park NE","T3J5C4","Calgary","AB","(403) 500-2112",,"ourladyoffatima@cssd.ab.ca","Elementary","N","N","Y","N","N","{99DD06F8-B55B-409A-ACE8-188BCFECB491}","POINT (-113.9379245 51.1163285)"
"The Calgary School Division","Sir John Franklin School","2215  8 Ave NE","T2E0T7","Calgary","AB","(403) 777-7610",,"sirjohnfranklin@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{3AE8C0DC-59BE-4D2C-B31D-4B3C6677DC2E}","POINT (-114.0079373 51.059684)"
"STEM Innovation Academy Society","STEM Innovation Academy Middle School","1204 96 Ave SW","T2V0Y1","Calgary","AB","(403) 259-4211",,"info@stemia.ca","Junior High","N","N","N","Y","N","{D0B49D97-4691-4D20-8225-9E54F1AC3313}","POINT (-114.0884933 50.9688768)"
"The Calgary School Division","John Ware School","10020  19 St SW","T2V1R2","Calgary","AB","(403) 777-7930",,"johnware@cbe.ab.ca","Junior High","N","N","N","Y","N","{D760BA2F-3F14-4E7F-9ABA-281D1372EF0B}","POINT (-114.105319 50.9636615)"
"Al-Zahra Islamic Research Foundation","Al-Qaim International School","510 77 Ave SE, Calgary, AB T2H","T2H1C3","Calgary","AB","(825) 540-3220",,"info@alqaimschool.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{C1AE2D8D-AD55-42AE-ABD6-19753DCE1020}","POINT (-114.0514737 50.9851288)"
"The Calgary School Division","Mountain Park School","312 Mt Douglas Close SE","T2Z4Y1","Calgary","AB","(403) 777-6442",,"mountainpark@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{3981BDBE-4C94-46A2-939F-F961B77561AC}","POINT (-113.9818941 50.9238051)"
"The Calgary School Division","Simon Fraser School","5215  33 St NW","T2L1V3","Calgary","AB","(403) 777-7290",,"simonfraser@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{00CE7DDC-3602-4F79-93FB-F1FA988D85C8}","POINT (-114.1365647 51.1003262)"
"The Calgary Roman Catholic Separate School Division","Father James Whelihan","70 Sunmills Drive S.E.","T2X2R5","Calgary","AB","(403) 500-2087",,"fatherwhelihan@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{9377C15E-7B39-405A-88A7-8763E1214C6F}","POINT (-114.0470336 50.9045311)"
"The Calgary Roman Catholic Separate School Division","St. Margaret School","3320 Carol Drive N.W.","T2L0K7","Calgary","AB","(403) 500-2025",,"saint.margaret@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{D8E50816-D2BC-4FA7-A406-F76D98667B0D}","POINT (-114.0976517 51.0821473)"
"The Calgary School Division","Bayside School","15 Auburn Crest Park SE","T3M0Z4","Calgary","AB","(403) 817-3436",,"baysideschool@cbe.ab.ca","Elementary","N","N","Y","N","N","{9EA52801-7152-4E1C-87A3-4152A7112B4B}","POINT (-113.9475403 50.8882507)"
"Maria Montessori Education Centre of Calgary, Ltd.","Maria Montessori School - cSPACE King Edward Location","cSPACE Projects  1721-29 Avenue SW","T2T6T7","Calgary","AB","(403) 668-8538",,"info@mmec.ca","Unknown","N","N","N","N","N","{1F4B94F5-37E2-46AB-AFE1-837CB3C4EA75}","POINT (-114.1008977 51.0272766)"
"The Calgary School Division","Marion Carson School","5225 Varsity Dr NW","T3A1A7","Calgary","AB","(403) 777-6050",,"MarionCarson@cbe.ab.ca","Elementary","N","N","Y","N","N","{BE1BB795-16FD-4D3B-9CED-784B3F16EFB0}","POINT (-114.1614206 51.0929233)"
"The Calgary Roman Catholic Separate School Division","Light of Christ Catholic School","6270 Saddlehorn Dr. N.E.","T3J0L8","Calgary","AB","(403) 500-2121",,"lightofchrist@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{D481A2B4-F4D3-482F-8985-ED99552CCDC9}","POINT (-113.9412877 51.129544)"
"The Calgary School Division","Valley Creek School","10951 Hidden Valley Dr NW","T3A6J2","Calgary","AB","(403) 777-7995",,"valleycreek@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{B954A896-0CAD-40C1-B55B-301F6907EC74}","POINT (-114.1166872 51.1502406)"
"The Calgary School Division","Adolescent Mental Health Services","805  37 St NW","T2N2T9","Calgary","AB","(403) 270-1751",,"woodshomes@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{9FB63F70-3438-4757-8F03-04B17C6D1054}","POINT (-114.134425 51.0646755)"
"The Calgary Roman Catholic Separate School Division","Father Doucet School","65 Shannon Drive S.W.","T2Y2T5","Calgary","AB","(403) 500-2089",,"fatherdoucet@cssd.ab.ca","Elementary","N","N","Y","N","N","{4FE1EA17-76FD-43E4-A83B-AB90972E024E}","POINT (-114.0851831 50.909351)"
"Janus Academy Society","Janus Academy Junior/Senior High School","200 - 403 33 Street NE","T2H1S1","Calgary","AB","(403) 262-3333",,"janus.contact@janusacademy.org","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{E233CBF2-8696-42C8-9237-EF217EA12653}","POINT (-114.0563071 50.9774444)"
"The Palliser School Division","Calgary Christian High School","5029 - 26 Avenue S.W.","T3E0R5","Calgary","AB","(403) 242-2896",,"ccssoffice@pallisersd.ab.ca","Junior High/Senior High","N","N","N","Y","Y","{F7481646-9BE2-4501-8DC7-7CA0D777B52C}","POINT (-114.1589554 51.0297701)"
"Foundations for the Future Charter Academy Charter School Society","South Middle School Campus","8710 Ancourt Rd. SE","T2H1V2","Calgary","AB","(403) 259-3175",,,"Elementary/Junior High","N","N","Y","Y","N","{D688BB66-D7B4-458A-A4ED-A051CB90BCC1}","POINT (-114.0533193 50.975297)"
"The Calgary School Division","Hillhurst School","1418  7 Ave NW","T2N0Z2","Calgary","AB","(403) 777-6360",,"hillhurst@cbe.ab.ca","Elementary","N","N","Y","N","N","{106C79A3-FE56-4146-9F5D-50DBAAA5CF51}","POINT (-114.0931514 51.0593015)"
"The Calgary School Division","Eugene Coste School","10 Hillgrove Cres SW","T2V3K7","Calgary","AB","(403) 777-8511",,"eugenecoste@cbe.ab.ca","Elementary","N","N","Y","N","N","{8E5C6405-3AE9-4B93-927F-A6F32DCD5563}","POINT (-114.086992 50.9678963)"
"Rundle College Society","Rundle College Academy","4330 - 16 Street S.W.","T2T4H9","Calgary","AB","(403) 250-2965",,"contactus@rundle.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{7D629E50-ED27-4D35-8422-359BAD51C5AF}","POINT (-114.099986 51.0152427)"
"The Calgary Roman Catholic Separate School Division","St. Helena School","320 - 64 Avenue N.W.","T2K0L8","Calgary","AB","(403) 500-2049",,"sthelena@cssd.ab.ca","Junior High","N","N","N","Y","N","{862614B2-B4F9-4D59-8EE5-ACFAB211D9EE}","POINT (-114.0677967 51.1115405)"
"The Calgary School Division","Colonel Sanders School","226 Northmount Dr NW","T2K3G5","Calgary","AB","(403) 777-6034",,"ColonelSanders@cbe.ab.ca","Elementary","N","N","Y","N","N","{6C48C242-D9D0-4052-A91C-7B9E141FFD8F}","POINT (-114.0747847 51.0998205)"
"The Calgary School Division","Crossing Park School","500 Martindale Blvd NE","T3J4W8","Calgary","AB","(403) 777-7195",,"crossingpark@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{3EA4F57B-585F-4345-9A04-E4E3FB7A55B0}","POINT (-113.9663379 51.115699)"
"The Calgary Roman Catholic Separate School Division","St. Peter Elementary School","720 - 58 Street S.E.","T2A5L9","Calgary","AB","(403) 500-2079",,"stpeter@cssd.ab.ca","Elementary","N","N","Y","N","N","{329442A2-493B-4B55-B142-C776673A0465}","POINT (-113.9491212 51.0461918)"
"The Calgary School Division","Colonel J. Fred Scott School","171 Whitehorn Rd NE","T1Y3C4","Calgary","AB","(403) 777-6710",,"coloneljfredscott@cbe.ab.ca","Elementary","N","N","Y","N","N","{B81E5897-A41C-474F-BBDC-C94FD1D2EF7F}","POINT (-113.9681787 51.0877737)"
"The Calgary School Division","Nelson Mandela High School","45 Saddletowne Cir NE","T3J4W3","Calgary","AB","(403) 817-3500",,"nelsonmandelahigh@cbe.ab.ca","Senior High","N","N","N","N","Y","{6CFAC870-9CEF-440D-A855-309CB28604E5}","POINT (-113.94886 51.1219873)"
"The Calgary Roman Catholic Separate School Division","Mother Mary Greene School","115 Edenwold Drive N.W.","T3A3S8","Calgary","AB","(403) 500-2095",,"mothermarygreene@cssd.ab.ca","Elementary","N","N","Y","N","N","{24C827BD-8194-4E27-8182-EBB7A9B4333E}","POINT (-114.1392912 51.1242494)"
"The Calgary Roman Catholic Separate School Division","Our Lady of the Assumption School","7311 - 34 Avenue N.W.","T3B1N5","Calgary","AB","(403) 500-2045",,"assumption@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{400CC5AC-421F-4FC1-8B97-50F0B5C59F79}","POINT (-114.1913645 51.0833063)"
"Webber Academy Foundation","Webber Academy","1515 - 93 Street SW","T3H4A8","Calgary","AB","(403) 277-4700",,"nwebber@webberacademy.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{BBAC043B-F1EC-4EB0-9A3B-A1A86F0E846C}","POINT (-114.2250364 51.0441282)"
"The Calgary School Division","Georges P. Vanier School","509  32 Ave NE","T2E2H3","Calgary","AB","(403) 777-7460",,"georgespvanier@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{7E2B6895-AF5F-4D41-94F4-C4AD939118A0}","POINT (-114.0520834 51.0806121)"
"The Calgary School Division","Ramsay School","2223 Spiller Rd SE","T2G4G9","Calgary","AB","(403) 777-6790",,"ramsay@cbe.ab.ca","Elementary","N","N","Y","N","N","{4E8882C6-43DC-45F1-82BA-02A7C6C11658}","POINT (-114.0458037 51.0331953)"
"The Calgary School Division","Glamorgan School","50 Grafton Dr SW","T3E4W3","Calgary","AB","(403) 777-8310",,"glamorgan@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{0D0D2C29-7060-499B-B7BB-A15F5A4ACBD1}","POINT (-114.1454125 51.0153867)"
"The Calgary School Division","Samuel W. Shaw School","115 Shannon Dr SW","T2Y0K6","Calgary","AB","(403) 777-6163",,,"Elementary/Junior High","N","N","Y","Y","N","{FCA4D9F1-7D19-4C0D-A172-213A17168A30}","POINT (-114.0873898 50.9081389)"
"The Calgary Roman Catholic Separate School Division","Prince of Peace School","43 Auburn Meadows Blvd SE","T3M2C9","Calgary","AB","(403) 500-2125",,"princeofpeace@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{523A2660-4DAF-4E1D-8AC1-41571EA013C7}","POINT (-113.9498563 50.8932706)"
"The Calgary School Division","Dr. Roberta Bondar School","1580 Strathcona Dr SW","T3H5B1","Calgary","AB","(403) 817-3564",,"drrobertabondar@cbe.ab.ca","Elementary","N","N","Y","N","N","{51334134-801E-48B2-BD6F-AC724E2095B3}","POINT (-114.2055447 51.0503435)"
"The Calgary Roman Catholic Separate School Division","St. Kateri Tekakwitha School","1005 Abbotsford Drive N.E.","T2A7N5","Calgary","AB","(403) 500-2090",,"stkateri@cssd.ab.ca","Elementary","N","N","Y","N","N","{C2E9C43A-4AAB-4A65-9601-487DDAF77118}","POINT (-113.9277404 51.0618652)"
"The Calgary Roman Catholic Separate School Division","St. Patrick School","6006 Rundlehorn Drive N.E.","T1Y2X1","Calgary","AB","(403) 500-2076",,"stpatrick@cssd.ab.ca","Elementary","N","N","Y","N","N","{8120627D-B310-49E0-B37F-BCE6DB682C4A}","POINT (-113.946717 51.0719967)"
"Lycee Louis Pasteur Society","Lycee Louis Pasteur","4099 Garrison Blvd. S.W.","T2T6G2","Calgary","AB","(403) 243-5420",,"lycee.ab.ed@lycee.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{15BD2A70-50F3-40DA-8B39-2DF32F21D958}","POINT (-114.1144579 51.0178108)"
"The Calgary School Division","Highwood School","11 Holmwood Ave NW","T2K2G5","Calgary","AB","(403) 777-6200",,"highwood@cbe.ab.ca","Elementary","N","N","Y","N","N","{B707DD47-7484-4099-AD71-E05E1D28AE37}","POINT (-114.0765471 51.0922503)"
"The Calgary School Division","Cappy Smart School","5808 Madigan Dr NE","T2A4P5","Calgary","AB","(403) 777-8110",,"cappysmart@cbe.ab.ca","Elementary","N","N","Y","N","N","{AB986DC0-13C3-4AB7-B7E1-736AF57E0E88}","POINT (-113.945082 51.0636998)"
"The Calgary School Division","Dr. Freda Miller School","211 Everbrook Dr SW","T2Y0E8","Calgary","AB","(403) 817-3428",,"drfredamiller@cbe.ab.ca","Elementary","N","N","Y","N","N","{5ED4C50E-8AA7-4DE1-9C7D-BF3D04CD8C84}","POINT (-114.1160328 50.9208572)"
"Columbia College Calgary","Columbia College","802 Manning Road N.E.","T2E7N8","Calgary","AB","(403) 235-9300",,"registrar@columbia.ca","Senior High","N","N","N","N","Y","{CD6D173D-861B-4272-B9B4-AB3001BB646F}","POINT (-114.0180362 51.0570086)"
"The Alberta Ballet Company","Alberta Ballet School","West Annex, 2nd Floor  906-12 Avenue S.W.","T2R1K7","Calgary","AB","(403) 245-2274",,"schoolreception@albertaballet.com","Junior High/Senior High","N","N","N","Y","Y","{0716338C-55F4-48AE-871B-731033AA5910}","POINT (-114.082 51.0422504)"
"The Calgary Roman Catholic Separate School Division","St. Jude School","730 Woodbine Boulevard S.W.","T2W4W4","Calgary","AB","(403) 500-2084",,"stjude@cssd.ab.ca","Elementary","N","N","Y","N","N","{0FA66911-C461-4735-8DB9-3F7719575BFA}","POINT (-114.1334517 50.942959)"
"The Calgary School Division","Sibylla Kiddle School","126 Cranford Dr SE",,"Calgary","AB","(403) 817-3432",,"SibyllaKiddle@cbe.ab.ca","Elementary","N","N","Y","N","N","{783EF666-3B75-440F-ACF5-0D4AA4C770DA}","POINT (-113.9708165 50.8778693)"
"The Calgary School Division","Chinook Park School","1312  75 Ave SW","T2V0S6","Calgary","AB","(403) 777-8480",,"chinookpark@cbe.ab.ca","Elementary","N","N","Y","N","N","{DBDB1973-8AF4-4948-87D5-98E78D5678F8}","POINT (-114.0893846 50.9864545)"
"Third Academy International Ltd.","LYNX West","3311-49 Street SW","T3E6M6","Calgary","AB","(403) 288-5335",,"abed@thirdshools.ca","Elementary/Junior High","N","N","Y","Y","N","{C82DCDE1-A027-4FC3-82D5-E130C410D5FA}","POINT (-114.1587786 51.0247923)"
"The Calgary Roman Catholic Separate School Division","St. Thomas More School","6110 Temple Drive N.E.","T1Y5V4","Calgary","AB","(403) 500-2081",,"stthomasmore@cssd.ab.ca","Elementary","N","N","Y","N","N","{4E30D595-5B60-46C1-B9A4-EB4D9D3E945A}","POINT (-113.9455496 51.0854218)"
"The Calgary School Division","Guy Weadick School","5612 Templehill Rd NE","T1Y4W7","Calgary","AB","(403) 777-6740",,"guyweadick@cbe.ab.ca","Elementary","N","N","Y","N","N","{9ED2C3FF-F980-47DC-8E83-F14C080431B4}","POINT (-113.9529891 51.0869951)"
"The Calgary Roman Catholic Separate School Division","St. Anthony","4811 6th St. SW","T2S2N5","Calgary","AB","(403) 500-2013",,"stanthony@cssd.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{DBCB4B9E-0785-4936-B91C-6878B74C6243}","POINT (-114.0793151 51.0101158)"
"The Calgary School Division","Harold Panabaker School","23 Sackville Dr SW","T2W0W3","Calgary","AB","(403) 777-7890",,"haroldpanabaker@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{E385A4B7-05ED-4A09-B671-3AB678EE8C4E}","POINT (-114.0866624 50.9576463)"
"The Calgary School Division","Thomas B. Riley School","3915  69 St NW","T3B2J9","Calgary","AB","(403) 777-7260",,"thomasbriley@cbe.ab.ca","Junior High","N","N","N","Y","N","{256D4314-063D-4894-B582-0357BD1A153F}","POINT (-114.1890659 51.0875359)"
"The Calgary School Division","Earl Grey School","845 Hillcrest Ave SW","T2T0Z1","Calgary","AB","(403) 777-8570",,"earlgrey@cbe.ab.ca","Elementary","N","N","Y","N","N","{891B5894-BEE7-4F4D-975F-9A05A0F82634}","POINT (-114.082668 51.0308812)"
"The Calgary School Division","Panorama Hills School","1057 Panorama Hills Dr NW","T3K0S4","Calgary","AB","(403) 777-6061",,"panoramahills@cbe.ab.ca","Elementary","N","N","Y","N","N","{AB259845-6CED-4453-A622-EC21A32A12C6}","POINT (-114.0859357 51.1558208)"
"The Calgary School Division","Woodbine School","27 Woodfield Way SW","T2W5E1","Calgary","AB","(403) 777-8630",,"woodbine@cbe.ab.ca","Elementary","N","N","Y","N","N","{06BE8A54-0003-42FF-8D12-C89692FC3E0A}","POINT (-114.1289569 50.9365396)"
"The Calgary School Division","King George School","2108  10 St NW","T2M3M4","Calgary","AB","(403) 777-6210",,"KingGeorge@cbe.ab.ca","Elementary","N","N","Y","N","N","{40D2512E-BC48-41B6-BF40-9B705B2659D0}","POINT (-114.0840698 51.0709038)"
,"UNIVERSITY OF LETHBRIDGE",,"T2G4V1","Calgary","AB","(403) 261-2944",,"calgary.campus@uleth.ca",,"Y","Y",,,,"{08CBBDC5-EF43-4ABA-8965-E4DC695E9B39}","POINT (-114.0560154 51.0467729)"
"The Calgary School Division","F. E. Osborne School","5315 Varsity Dr NW","T3A1A7","Calgary","AB","(403) 777-7540",,"feosborne@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{BC882932-350D-4468-A0A3-C7358926B66A}","POINT (-114.1629793 51.0928185)"
"The Calgary School Division","Cranston School","205 Cranston Drive SE","T3M1E8","Calgary","AB","(403) 777-6267",,"cranston@cbe.ab.ca","Elementary","N","N","Y","N","N","{B6DF8131-8B54-459F-8858-60F403B0D040}","POINT (-113.987256 50.8867939)"
"The Calgary School Division","Wilma Hansen School","963 Queensland Dr SE",,"Calgary","AB","(403) 777-7430",,"wilmahansen@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{60AAA77E-385D-4880-8098-C4AB54FE4572}","POINT (-114.0188846 50.932294)"
"The Calgary School Division","Elboya School","4804  6 St SW","T2S2N3","Calgary","AB","(403) 777-7760",,"elboya@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{14C99F85-8AB8-41F9-94C8-F47FCEB4549A}","POINT (-114.0782279 51.0108901)"
"The Calgary School Division","Prince of Wales School","253 Parkland Way SE","T2J3Y9","Calgary","AB","(403) 777-6880",,"princeofwales@cbe.ab.ca","Elementary","N","N","Y","N","N","{79C021C0-121E-4AB8-97AA-F2C48AB67C89}","POINT (-114.0333222 50.9247709)"
"The Calgary Roman Catholic Separate School Division","Our Lady of the Evergreens Catholic School","322 Everridge Dr. S.W.","T2Y0L5","Calgary","AB","(403) 500-2120",,"ourladyevergreens@cssd.ab.ca","Elementary","N","N","Y","N","N","{BDE5349F-BF33-49C0-8D41-7AEE146ACF39}","POINT (-114.1222085 50.9143805)"
"The Palliser School Division","Calgary Christian School","2839 - 49 Street S.W.","T3E3X9","Calgary","AB","(403) 242-2896",,"ccesoffice@pallisersd.ab.ca","Elementary","N","N","Y","N","N","{5936DBB1-A6AD-4582-80CE-4D1D5F527328}","POINT (-114.1589649 51.0274745)"
"The Calgary School Division","Marshall Springs School","1100 Everridge Dr SW","T2Y4X5","Calgary","AB","(403) 817-3528",,"marshallsprings@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{85BFF416-2FC4-4567-A16B-5E5B58F37D4C}","POINT (-114.1123146 50.9114516)"
"The Calgary Roman Catholic Separate School Division","St. Joan of Arc Elementary/Junior High School","7970 Wentworth Drive SW","T3H0K2","Calgary","AB","(403) 500-2107",,"st.joanofarc@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{5338B4C2-DA74-409E-9075-E14A897A0708}","POINT (-114.2072546 51.0571315)"
"Renfrew Educational Services Society","Renfrew Educational Services-Janice McTighe Centre","2050 - 21 Street N.E.","T2E6S5","Calgary","AB","(403) 291-5038",,"renfrew@renfreweducation.org","Elementary/Junior High","N","N","Y","Y","N","{2F3A05EF-8FC0-43BE-90A2-DAC08468E432}","POINT (-114.008306 51.0696237)"
"The Calgary Roman Catholic Separate School Division","St. Dominic School","4820 Dalhart Road N.W.","T3A1C2","Calgary","AB","(403) 500-2058",,"stdominic@cssd.ab.ca","Elementary","N","N","Y","N","N","{601745E6-7373-4511-A8AB-A2DCD022A8E1}","POINT (-114.1542583 51.1095655)"
"The Palliser School Division","Calgary Islamic School, Omar Bin Al-Khattab Campus","Omar Bin Al-Khattab Campus","T2A5K4","Calgary","AB","(584) 353-8900",,,"Elementary/Junior High","N","N","Y","Y","N","{A5E38A43-21F5-4014-860D-8F756DE23098}","POINT (-113.993824 51.0507518)"
"The Calgary School Division","Sundance School","200 Sunmills Dr SE","T2X2N9","Calgary","AB","(403) 777-8690",,"sundance@cbe.ab.ca","Elementary","N","N","Y","N","N","{20EBF329-9DEB-4B91-9C95-49C5DAEB0BA6}","POINT (-114.0468273 50.9006673)"
"The Calgary Roman Catholic Separate School Division","St. Philip School","13825 Parkside Drive S.E.","T2J5A8","Calgary","AB","(403) 500-2072",,"stphilip@cssd.ab.ca","Elementary","N","N","Y","N","N","{32772343-D86B-4E58-8F8E-7AAA00988850}","POINT (-114.0382888 50.9278894)"
"The Calgary Roman Catholic Separate School Division","Apostles of Jesus","15 Skyview Ranch Street NE","T3N1H6","Calgary","AB","(403) 500-2129",,"apostlesofjesus@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{95AD9D8F-6302-40B2-B019-802396F2782F}","POINT (-113.9565273 51.1584241)"
"The Palliser School Division","Master's College","4414 Crowchild Trail SW","T2T5J4","Calgary","AB","(403) 242-7034",,,"Junior High/Senior High","N","N","N","Y","Y","{1250DF2F-5058-4E03-B61D-A2C82AF6DBE3}","POINT (-114.1165602 51.0153091)"
"The Calgary School Division","Nellie McClung School","2315 Palliser Dr SW","T2V3S4","Calgary","AB","(403) 777-8620",,"nelliemcclung@cbe.ab.ca","Elementary","N","N","Y","N","N","{CFD0E66A-6C75-4897-81DD-542F46E12C7B}","POINT (-114.113028 50.968502)"
"The Calgary Roman Catholic Separate School Division","St. Mary's High School","111 - 18 Avenue S.W.","T2S0B8","Calgary","AB","(403) 500-2024",,"stmarys@cssd.ab.ca","Senior High","N","N","N","N","Y","{32AD7EE8-4A33-4ED7-9FEC-386248F1AEBA}","POINT (-114.0640406 51.0366179)"
"GCA Educational Society","Glenmore Christian Academy Elementary","16520 - 24 Street S.W.","T2Y4W2","Calgary","AB","(403) 254-9050",,"admin@gcaschool.com","Elementary","N","N","Y","N","N","{D4C595BE-DCF0-43C8-BD68-15B96669E9D9}","POINT (-114.1152532 50.9039855)"
"The Calgary School Division","Canyon Meadows School","395 Canterbury Dr SW","T2W1J1","Calgary","AB","(403) 777-8600",,"canyonmeadows@cbe.ab.ca","Elementary","N","N","Y","N","N","{E76021C4-4C2A-4E1E-80AD-0A4F5EDEC951}","POINT (-114.0781054 50.9474171)"
"Ahmadiyya Muslim Schools Society Alberta","Ahmadiyya Muslim School","4353","T3J4L3","Calgary","AB","(403) 355-6313",,"info.calgary@ahmadiyyaschool.ca","Elementary/Junior High","N","N","Y","Y","N","{1AE44859-4028-4E2D-85D6-6C18A2D4660A}","POINT (-113.9712782 51.1018419)"
"The Calgary School Division","W.H.Cushing Workplace School","130 - 7 Avenue S.W.","T2P1M6","Calgary","AB","(403) 777-8900",,"whcushing@cbe.ab.ca","Unknown","N","N","N","N","N","{A95EF771-CA04-4F09-A07D-2C7A380CFC64}","POINT (-114.0649275 51.0468308)"
